"","TCGA-AB-2963","TCGA-AB-2824","TCGA-AB-2896","TCGA-AB-2851","TCGA-AB-2830","TCGA-AB-2858","TCGA-AB-2856","TCGA-AB-2843","TCGA-AB-2898","TCGA-AB-2836","TCGA-AB-3001","TCGA-AB-2981","TCGA-AB-2854","TCGA-AB-2859","TCGA-AB-2838","TCGA-AB-2845","TCGA-AB-2889","TCGA-AB-2849","TCGA-AB-2932","TCGA-AB-2955","TCGA-AB-2888","TCGA-AB-2996","TCGA-AB-2950","TCGA-AB-2973","TCGA-AB-2894","TCGA-AB-2893","TCGA-AB-2945","TCGA-AB-2998","TCGA-AB-2811","TCGA-AB-3005","TCGA-AB-2816","TCGA-AB-2900","TCGA-AB-2822","TCGA-AB-2820","TCGA-AB-2860","TCGA-AB-2866","TCGA-AB-2807","TCGA-AB-2861","TCGA-AB-2988","TCGA-AB-2903","TCGA-AB-2941","TCGA-AB-2842","TCGA-AB-2967","TCGA-AB-2840","TCGA-AB-2879","TCGA-AB-2993","TCGA-AB-2935","TCGA-AB-2939","TCGA-AB-2975","TCGA-AB-2873","TCGA-AB-2882","TCGA-AB-2847","TCGA-AB-2884","TCGA-AB-2848","TCGA-AB-2991","TCGA-AB-2886","TCGA-AB-2943","TCGA-AB-2954","TCGA-AB-3012","TCGA-AB-2992","TCGA-AB-2944","TCGA-AB-2841","TCGA-AB-2872","TCGA-AB-2874","TCGA-AB-2934","TCGA-AB-2970","TCGA-AB-2929","TCGA-AB-2952","TCGA-AB-3007","TCGA-AB-2926","TCGA-AB-2871","TCGA-AB-2969","TCGA-AB-2936","TCGA-AB-2887","TCGA-AB-2832","TCGA-AB-2965","TCGA-AB-2966","TCGA-AB-2892","TCGA-AB-2947","TCGA-AB-2979","TCGA-AB-2994","TCGA-AB-3002","TCGA-AB-2810","TCGA-AB-2815","TCGA-AB-2916","TCGA-AB-2834","TCGA-AB-2914","TCGA-AB-2862","TCGA-AB-2972","TCGA-AB-2901","TCGA-AB-2983","TCGA-AB-2919","TCGA-AB-2984","TCGA-AB-2867","TCGA-AB-2917","TCGA-AB-2897","TCGA-AB-2985","TCGA-AB-2990","TCGA-AB-2883","TCGA-AB-2837","TCGA-AB-2865","TCGA-AB-2986","TCGA-AB-2928","TCGA-AB-2839","TCGA-AB-2938","TCGA-AB-2891","TCGA-AB-2835","TCGA-AB-2997","TCGA-AB-2989","TCGA-AB-2844","TCGA-AB-2999","TCGA-AB-2930","TCGA-AB-3011","TCGA-AB-2942","TCGA-AB-2895","TCGA-AB-2878","TCGA-AB-2920","TCGA-AB-2821","TCGA-AB-2880","TCGA-AB-2910","TCGA-AB-2863","TCGA-AB-2817","TCGA-AB-2909","TCGA-AB-2877","TCGA-AB-2812","TCGA-AB-2826","TCGA-AB-2805","TCGA-AB-2868","TCGA-AB-2933","TCGA-AB-2828","TCGA-AB-2908","TCGA-AB-2806","TCGA-AB-3000","TCGA-AB-2956","TCGA-AB-2904","TCGA-AB-2937","TCGA-AB-2948","TCGA-AB-2976","TCGA-AB-2857","TCGA-AB-2814","TCGA-AB-2803","TCGA-AB-2923","TCGA-AB-2912","TCGA-AB-2995","TCGA-AB-2927","TCGA-AB-3009","TCGA-AB-2987","TCGA-AB-2802","TCGA-AB-2918","TCGA-AB-3006","TCGA-AB-2980","TCGA-AB-2931","TCGA-AB-2825","TCGA-AB-2870","TCGA-AB-2808","TCGA-AB-2833","TCGA-AB-2855","TCGA-AB-2818","TCGA-AB-2853","TCGA-AB-2915","TCGA-AB-2913","TCGA-AB-2881","TCGA-AB-2890","TCGA-AB-2982","TCGA-AB-2959","TCGA-AB-2869","TCGA-AB-2949","TCGA-AB-2978","TCGA-AB-2876","TCGA-AB-2924","TCGA-AB-2875","TCGA-AB-2946","TCGA-AB-2921","TCGA-AB-2819","TCGA-AB-2977","TCGA-AB-3008","TCGA-AB-2971","TCGA-AB-2957","TCGA-AB-2846","TCGA-AB-2823","TCGA-AB-2813","TCGA-AB-2940","TCGA-AB-2964","TCGA-AB-2925","TCGA-AB-2922","TCGA-AB-2885","TCGA-AB-2899","TCGA-AB-2911"
"hsa-mir-6852",0,2.099685,0,0,1.620486,0,1.863419,0,1.113768,0,0,3.284348,1.59797,0,1.497916,0,0,3.531092,0,0,5.482652,0,0,0,2.026014,0,0,0,0,0,0,0,0,0,1.527709,0,0,0,0,0,0,3.64688,0,0,0,0,0.89958,0,2.736281,0,2.132271,3.889068,1.891341,0.72909,1.496529,0,4.544907,2.202711,0,0,0,4.364163,0,0.950963,0,0,5.141719,0,1.330527,0,3.256316,1.349856,1.683904,0,2.243405,0,1.336628,1.31092,1.686639,0,2.271047,0,0,2.690161,0,0,0,0,1.460876,3.049357,0,0,0,1.98966,2.038171,0,2.124495,0,0,1.661644,1.774906,0,0,0,2.24709,2.415237,0,0,2.744727,0,0,0,0,2.440661,0,0,0,2.068197,3.193613,0,0,0,0.734704,0,0,0.80923,1.213868,0,0,0,0,0,1.596106,0,0,0,0,2.458301,1.674646,0,0,0,0,0,0,1.615498,4.879745,0,0,0,0,0,0,0,0,9.741723,1.209242,0,0,0,0,0,1.139521,1.324004,1.767009,0,0,2.464065,1.619601,0,0,2.559148,0,0,0,0,0,0,0,0,1.491909,1.826214,0,0,1.202083,7.089735,1.13713,2.317535
"hsa-mir-6853",0,0,0,0,0,0,0,2.224922,0,0,0,0.65687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711165,0,0,0,0,0,0,0.89958,0,0,0,0,0,0.94567,0,1.496529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767009,0,0,0,0,0,0,0,0,2.92806,0,0,0.794965,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6854",3.968102,0,2.300554,8.227586,1.620486,2.17127,1.863419,2.224922,6.682608,5.01944,2.558602,0.65687,12.78376,3.654815,2.995833,3.212753,7.523181,1.765546,7.027301,2.293215,9.59464,10.501488,0,2.316837,0,9.879357,1.889784,5.26026,3.530943,0,2.225209,3.314408,0,0,1.527709,5.674322,3.377306,1.461209,0,0,3.461504,3.64688,0,4.341861,0,0,3.59832,0.980612,4.104422,4.774105,2.132271,5.185424,2.837011,2.916362,1.496529,0,0,6.608133,1.361889,1.88649,0,4.364163,4.112535,1.901925,0,2.169677,2.570859,0,1.330527,0,0,0,0,3.714733,0,0,0.668314,7.865521,1.686639,5.264266,1.135524,1.787163,3.084544,13.450804,5.49517,2.97266,3.119765,1.144107,2.921751,0,3.68114,0,0.868192,1.98966,2.038171,0,8.497982,2.360768,0,2.492467,10.649438,0,0,0,1.123545,0,7.811297,11.729435,5.489453,7.784908,0,3.405024,2.207737,9.762646,0,0,0,2.068197,12.774451,5.928816,0,6.345272,0,3.189121,0,4.855379,3.641603,0,1.883303,17.185354,5.408409,0,1.596106,6.566143,1.852339,2.096757,2.775496,1.229151,3.349293,2.833728,2.011906,8.901103,5.600037,0,3.492352,1.615498,4.879745,0,1.479828,0,2.695076,0,4.061145,5.096286,4.404433,4.870861,2.418485,6.816453,1.721401,6.203173,0,10.559264,3.418562,3.972011,0,0,4.598536,0,1.619601,1.937998,4.311299,2.559148,5.496786,0,0,0,0,11.372079,7.574139,2.475097,7.459547,3.652428,3.372391,4.089503,3.60625,0,5.68565,2.317535
"hsa-mir-6855",0,0,0,0,3.240971,0,1.863419,0,2.227536,0,1.279301,0,0,1.218272,0,0,0,1.765546,1.081123,0,1.370663,0,0,0,0,0,0,5.26026,0,0,4.450418,0,0,0,0,2.837161,3.377306,0,5.544118,2.844659,0.865376,0,0,0,1.505281,2.142649,1.79916,0.980612,0,0.795684,0,2.592712,2.837011,0.72909,0,0,0,0,1.361889,1.88649,14.261368,0,2.056268,0,1.601061,0,1.28543,2.260725,1.330527,0,6.512632,0,0,2.476489,0,0,0,0,0.84332,5.264266,2.271047,0,1.542272,0,0,0,0,1.144107,1.460876,0,0,0.799015,0.868192,3.979319,0,0,2.124495,3.541152,0,0,0,0,0,0,1.123545,0,0,0,0,2.594969,0,1.135008,0,0,0,0,1.526624,2.068197,0,4.446612,2.50907,0,0,1.594561,4.67984,0,0,0,0,1.432113,1.352102,0,0,2.626457,1.852339,0,0,2.458301,0,5.667456,1.005953,0,2.800018,0,0,0,1.219936,0,2.959657,0,0,2.846443,0.812229,1.698762,0,2.435431,2.418485,0.852057,1.721401,1.033862,0,1.508466,0,1.324004,0,2.089205,0,1.232032,0,0.968999,2.874199,2.559148,2.748393,0,1.90693,1.728991,0,3.790693,0,3.712646,0,1.826214,1.686196,0,1.202083,0,0,0
"hsa-mir-6856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.447287,0,0,0.89958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349856,1.683904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.415237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115091,0.734704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.674646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865376,1.82344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.690161,0,0,0,0,0,0,0,0,0.868192,0.99483,0,0,0,0,0,0,0,0,0.813884,1.801565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.629615,0,0,0,0,0,0,1.674646,0,0,0,0,0,1.164117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508466,0,0,0,0,2.299268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848039,0,0.865376,0,0,0,0,0,0,0,1.368141,0,0,0,0,0.72909,0,0,2.272454,0,0,0,0,0,0,0,0,0,0,0,0,3.436155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.524678,0,0,0.868192,0,0,0,0,0,0,0,1.774906,0,0,0,0,0,0,0,0,2.594969,0,0,0,2.440661,0,1.758137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.870861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90693,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6859-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6859-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6859-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6859-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.728991,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6862-1",0,0,0,0,0,0,0,0,0,0,0,0.65687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.345887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237549,0,0,0,0,0,0,0,0
"hsa-mir-6862-2",0,0,0,0,1.620486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.438938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.432113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.482204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.565342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.629615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.491909,0,0,0,1.202083,0,0,0
"hsa-mir-6865",0,0,0,0,0,0,1.863419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.510627,0,0,0,0,0,0,0,0,0,0,0,0,1.330527,0,0,0,0,0,0,0,0.668314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.415237,0,0,0,0,0,0,0,0,0,0,0,0,0,1.482204,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.491909,0,0,0,0,0,0,0
"hsa-mir-6866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.683904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068197,0,1.482204,0,0,0,1.594561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6867",0,2.099685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.464065,0,0.968999,0,0,0,0,0,0,0,0,1.514828,0,0,0,0,0,0,0,0,0
"hsa-mir-6868",0,2.099685,0,1.371264,1.620486,0,1.863419,0,0,2.007776,1.279301,0,0,0,0,0,0,0,0,1.146608,0,0,11.765294,0,0,0,1.889784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.447287,0,0,0,0,0,0.795684,0,1.296356,0,0,0,0,0,0,1.361889,0,0,0,0,0,4.803182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.747585,1.48633,0,0,0,0,0,0.799015,0,0,0,0,0,0,0,0,0,5.455954,0,0,0,0,0,0,0,0,0,0,0,0,1.97777,0,0,0,0,0,0,0,0,3.189121,2.33992,0.80923,0,0,0,0,0,0,0,0,1.852339,0,0,0,1.674646,0,0,0,1.400009,0,1.164117,0,0,0,0,0,0,0,0.812229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.464065,0,0,0,0,0,0,0,0,0,0,0,1.237549,0,0,0,0,0,0,0,0
"hsa-mir-6869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889784,0,0,0,0,0,0,0,0,0,1.688653,0,0,0,0,0,0,0,0,0,0,0,0,0.795684,1.066136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237549,0,0,0,0,0,0,0,0
"hsa-mir-6870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75342,0,0,0,0,0,0,1.527709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72909,0,0,0,0,0,0,0,0,0,0.950963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58993,0,0,1.237549,0,0,0,0,0,0,0,0
"hsa-mir-6871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941324,0,0,0,0,0,0,0,0,0,0,0,1.527709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.213868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794965,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.345887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-6873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.147789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368141,0,0,1.296356,0,0.72909,0,0,0,0,0,0,0,1.454721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868192,0,0,0,0,0,0,0,0,0,0,0,0,2.415237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.112638,0,0,0,0,0,0,0,0,0,0,0.812229,0,0,2.435431,0,0,1.721401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
